Time;x;y;z;acc;W+-40;W+-20;W+-10;W+-5;temp;lumen
2;-1;-0,33;-0,18;1,14;#BEZUG!;#BEZUG!;#BEZUG!;#BEZUG!;23,28;0
56;-0,93;-0,3;-0,15;0,98;#BEZUG!;#BEZUG!;#BEZUG!;#BEZUG!;23,28;0
110;-0,96;-0,35;-0,12;1,06;#BEZUG!;#BEZUG!;#BEZUG!;#BEZUG!;23,28;0
164;-0,97;-0,38;-0,11;1,09;#BEZUG!;#BEZUG!;#BEZUG!;#BEZUG!;23,28;0
220;-0,96;-0,35;-0,09;1,05;#BEZUG!;#BEZUG!;#BEZUG!;1,052;23,28;0
274;-0,97;-0,37;-0,07;1,08;#BEZUG!;#BEZUG!;#BEZUG!;1,062727273;23,28;0
328;-1;-0,41;-0,08;1,17;#BEZUG!;#BEZUG!;#BEZUG!;1,056363636;23,28;0
382;-0,94;-0,34;-0,11;1,01;#BEZUG!;#BEZUG!;1,127777778;1,06;23,28;0
437;-0,87;-0,27;-0,03;0,84;#BEZUG!;#BEZUG!;1,114210526;1,054545455;23,28;0
492;-0,99;-0,35;0,03;1,1;#BEZUG!;#BEZUG!;1,108947368;1,060909091;23,28;0
546;-0,98;-0,46;-0,03;1,17;#BEZUG!;#BEZUG!;1,09;1,132727273;23,28;0
601;-0,94;-0,42;-0,05;1,07;#BEZUG!;#BEZUG!;1,072105263;1,214545455;23,28;0
655;-0,93;-0,4;-0,01;1,02;#BEZUG!;#BEZUG!;1,055263158;1,157272727;23,28;0
710;-0,93;-0,38;0,03;1;#BEZUG!;#BEZUG!;1,050526316;1,144545455;23,28;0
764;-0,98;-0,45;0,08;1,16;#BEZUG!;#BEZUG!;1,095263158;1,162727273;23,28;1
819;-1,25;-0,52;-0,05;1,84;#BEZUG!;#BEZUG!;1,138947368;1,119090909;23,28;0
873;-1,3;-0,06;-0,55;1,98;#BEZUG!;#BEZUG!;1,160526316;1,078181818;23,28;0
927;-0,63;-0,13;-0,36;0,54;#BEZUG!;1,175789474;1,203157895;1,050909091;23,28;0
983;-0,89;-0,27;-0,05;0,87;#BEZUG!;1,162051282;1,201052632;1,045454545;23,28;0
1037;-0,98;-0,21;-0,19;1,04;#BEZUG!;1,13974359;1,173157895;1,13;23,28;0
1091;-0,76;-0,15;-0,13;0,62;#BEZUG!;1,122820513;1,134210526;1,206363636;23,28;0
1145;-0,83;-0,18;0;0,72;#BEZUG!;1,121025641;1,112105263;1,168181818;23,28;0
1201;-0,86;-0,14;0,03;0,77;#BEZUG!;1,125384615;1,109473684;1,138181818;23,28;0
1255;-0,96;-0,18;0,11;0,96;#BEZUG!;1,148717949;1,099473684;1,185454545;23,28;0
1309;-1,35;-0,32;-0,1;1,93;#BEZUG!;1,186666667;1,11;1,164545455;23,28;0
1363;-1,35;-0,42;-0,03;2;#BEZUG!;1,213333333;1,121052632;1,1;23,28;0
1419;-1,06;-0,23;-0,49;1,42;#BEZUG!;1,214615385;1,208421053;1,098181818;23,28;0
1473;-1;-0,31;-0,75;1,65;#BEZUG!;1,204102564;1,237368421;1,119090909;23,28;0
1527;-1;-0,2;-0,18;1,06;#BEZUG!;1,182051282;1,216315789;1,137272727;23,28;0
1582;-0,76;-0,24;-0,03;0,64;#BEZUG!;1,163076923;1,197894737;1,235454545;23,28;0
1637;-0,56;-0,1;-0,03;0,33;#BEZUG!;1,158461538;1,176842105;1,259090909;23,28;0
1691;-0,74;-0,17;-0,13;0,6;#BEZUG!;1,15974359;1,188421053;1,277272727;23,28;0
1745;-0,89;-0,4;0,01;0,95;#BEZUG!;1,191538462;1,204210526;1,277272727;23,28;0
1800;-0,85;-0,49;0,1;0,97;#BEZUG!;1,216666667;1,205789474;1,185454545;23,28;0
1855;-1,32;-0,54;-0,03;2,04;#BEZUG!;1,221282051;1,235263158;1,113636364;23,28;0
1909;-1,41;-0,41;-0,22;2,19;#BEZUG!;1,213333333;1,276842105;1,084545455;23,28;0
1964;-1,24;0,06;-0,82;2,2;#BEZUG!;1,215641026;1,245789474;1,144545455;23,28;0
2018;-1,08;-0,39;-0,32;1,42;1,175897436;1,20025641;1,212631579;1,204545455;23,28;0
2073;-0,74;-0,31;0;0,64;1,173797468;1,184358974;1,191578947;1,296363636;23,28;0
2127;-0,47;-0,2;-0,07;0,27;1,18443038;1,193076923;1,196842105;1,440909091;23,28;0
2182;-0,55;-0,11;-0,05;0,32;1,206962025;1,203589744;1,212105263;1,456363636;23,28;0
2236;-0,97;-0,16;0,14;0,99;1,22278481;1,233333333;1,218421053;1,353636364;23,28;0
2291;-1,12;-0,08;0,11;1,26;1,222658228;1,251538462;1,285263158;1,192727273;23,28;0
2345;-1,31;-0,47;-0,12;1,96;1,214810127;1,256410256;1,290526316;1,085454545;23,28;0
2400;-1,39;-0,42;-0,67;2,56;1,204936709;1,258974359;1,281578947;1,066363636;23,28;0
2455;-1,23;-0,48;-0,69;2,21;1,19556962;1,238205128;1,253684211;1,122727273;23,28;0
2509;-0,96;-0,3;-0,22;1,06;1,192151899;1,201794872;1,212105263;1,190909091;23,28;0
2564;-0,64;-0,13;-0,07;0,43;1,197468354;1,182051282;1,192631579;1,304545455;23,28;0
2618;-0,47;-0,12;-0,07;0,24;1,212278481;1,186153846;1,200526316;1,384545455;23,28;0
2673;-0,59;-0,29;-0,01;0,43;1,222405063;1,204871795;1,234210526;1,39;23,28;0
2727;-0,81;-0,49;0,03;0,89;1,25164557;1,23974359;1,241578947;1,309090909;23,28;0
2782;-0,91;-0,49;0,07;1,07;1,25278481;1,275897436;1,276842105;1,165454545;23,28;0
2836;-1,46;-0,33;0,05;2,24;1,245316456;1,324358974;1,261578947;1,093636364;23,28;0
2891;-1,42;-0,29;-0,22;2,14;1,234556962;1,305641026;1,238421053;1,092727273;23,28;0
2946;-1,18;-0,11;-0,78;2,02;1,217848101;1,261025641;1,232631579;1,158181818;23,28;0
3000;-1,16;-0,51;-0,26;1,67;1,201012658;1,21025641;1,208947368;1,221818182;23,28;0
3054;-0,72;-0,33;-0,08;0,63;1,207594937;1,184102564;1,198421053;1,316363636;23,28;0
3109;-0,48;-0,17;-0,13;0,27;1,221139241;1,18974359;1,201052632;1,370909091;23,28;0
3164;-0,64;-0,12;0;0,42;1,242278481;1,208717949;1,220526316;1,36;23,28;0
3218;-0,96;-0,1;0,15;0,96;1,266962025;1,251282051;1,229473684;1,356363636;23,28;0
3272;-1,05;-0,11;0,03;1,13;1,271392405;1,296666667;1,276315789;1,228181818;23,28;0
3328;-1,28;-0,54;-0,05;1,93;1,267848101;1,323589744;1,282631579;1,097272727;23,28;0
3382;-1,24;-0,35;-0,16;1,67;1,259113924;1,301025641;1,320526316;1,066363636;23,28;0
3436;-1,17;-0,35;-0,8;2,12;1,242151899;1,246410256;1,283157895;1,114545455;23,28;0
3491;-1,31;-0,43;-0,46;2,1;1,227341772;1,197435897;1,218947368;1,172727273;23,28;0
3546;-0,74;-0,25;-0,09;0,61;1,221012658;1,181282051;1,197368421;1,263636364;23,28;0
3600;-0,47;-0,09;0;0,23;1,224556962;1,189230769;1,204210526;1,375454545;23,28;0
3654;-0,53;-0,11;-0,03;0,29;1,246455696;1,215384615;1,227368421;1,46;23,28;0
3709;-0,82;-0,35;-0,01;0,8;1,262025316;1,262564103;1,23;1,427272727;23,28;0
3764;-0,91;-0,48;0,09;1,06;1,272278481;1,29025641;1,274736842;1,275454545;23,28;0
3818;-1,31;-0,49;-0,08;1,96;1,274177215;1,349487179;1,318421053;1,104545455;23,28;0
3872;-1,48;-0,36;-0,23;2,36;1,266455696;1,320512821;1,352105263;1,085454545;23,28;0
3928;-1,45;0,05;-0,87;2,86;1,260126582;1,276153846;1,297368421;1,142727273;23,28;0
3982;-1,02;-0,42;-0,3;1,31;1,246455696;1,232307692;1,209473684;1,208181818;23,28;0
4036;-0,61;-0,27;-0,05;0,45;1,228987342;1,202820513;1,193157895;1,315454545;23,28;0
4090;-0,44;-0,14;-0,03;0,22;1,223037975;1,203333333;1,203684211;1,47;23,28;0
4146;-0,63;-0,04;0,03;0,4;1,236075949;1,223589744;1,227368421;1,501818182;23,28;0
4200;-0,92;-0,02;0,13;0,86;1,253037975;1,262564103;1,251578947;1,385454545;23,28;0
4254;-1;-0,04;-0,03;1,01;1,270379747;1,307435897;1,315263158;1,164545455;23,28;0
4308;-1,29;-0,56;-0,05;1,98;1,274556962;1,344358974;1,315789474;1,072727273;23,28;0
4364;-1,53;-0,44;-0,48;2,76;1,266329114;1,322307692;1,369473684;1,070909091;23,28;0
4418;-1,28;-0,37;-0,73;2,31;1,256202532;1,292051282;1,277368421;1,118181818;23,28;0
4472;-1;-0,21;-0,16;1,08;1,242278481;1,244615385;1,23;1,196363636;23,28;0
4527;-0,64;-0,15;-0,01;0,43;1,220886076;1,205897436;1,222631579;1,324545455;23,28;0
4582;-0,53;-0,13;-0,07;0,3;1,215949367;1,211538462;1,238421053;1,411818182;23,28;0
4636;-0,6;-0,27;-0,08;0,43;1,225949367;1,229230769;1,251578947;1,539090909;23,28;0
4690;-0,74;-0,43;0,05;0,74;1,243037975;1,271282051;1,262105263;1,389090909;23,28;0
4745;-0,99;-0,52;0,12;1,26;1,281265823;1,322307692;1,311052632;1,216363636;23,28;0
4800;-1,48;-0,27;0,12;2,27;1,285443038;1,343076923;1,349473684;1,146363636;23,28;0
4854;-1,34;-0,26;-0,33;1,97;1,277974684;1,322051282;1,339473684;1,154545455;23,28;0
4909;-1,58;-0,13;-0,93;3,38;1,266962025;1,280769231;1,274210526;1,186363636;23,28;0
4964;-0,95;-0,4;-0,21;1,11;1,24835443;1,216153846;1,243157895;1,243636364;23,28;0
5018;-0,59;-0,25;0;0,41;1,235822785;1,194615385;1,234736842;1,352727273;23,28;0
5072;-0,53;-0,16;-0,07;0,31;1,226202532;1,207692308;1,25;1,484545455;23,28;0
5127;-0,72;-0,07;0,05;0,52;1,230379747;1,222820513;1,271052632;1,511818182;23,28;0
5182;-0,8;-0,07;0,11;0,65;1,247088608;1,256923077;1,280526316;1,43;23,28;0
5236;-1,03;-0,07;0,01;1,06;1,269873418;1,297692308;1,315789474;1,167272727;23,28;0
5291;-1,28;-0,55;-0,03;1,94;1,276075949;1,322564103;1,343157895;1,090909091;23,28;0
5345;-1,49;-0,46;-0,52;2,71;1,27;1,313846154;1,337894737;1,107272727;23,28;0
5400;-1,35;-0,45;-0,74;2,57;1,259620253;1,25974359;1,22;1,154545455;23,28;0
5454;-0,99;-0,26;-0,17;1,07;1,244303797;1,209230769;1,201052632;1,190909091;23,28;0
5509;-0,68;-0,18;-0,03;0,49;1,233924051;1,193333333;1,197368421;1,307272727;23,28;0
5564;-0,5;-0,14;-0,03;0,27;1,219493671;1,204358974;1,205789474;1,464545455;23,28;0
5618;-0,68;-0,36;-0,09;0,59;1,216329114;1,218974359;1,228947368;1,458181818;23,28;0
5672;-0,77;-0,49;0;0,83;1,236708861;1,254615385;1,237368421;1,315454545;23,28;0
5727;-0,81;-0,49;0,11;0,92;1,275822785;1,283076923;1,272631579;1,15;23,28;0
5782;-1,35;-0,34;-0,03;1,93;1,284683544;1,296410256;1,299473684;1,083636364;23,28;0
5836;-1,63;-0,27;-0,24;2,79;1,28;1,321794872;1,261052632;1,081818182;23,28;0
5891;-1,25;0,21;-0,53;1,87;1,269367089;1,290769231;1,212105263;1,144545455;23,28;0
5945;-0,99;-0,34;-0,24;1,14;1,251265823;1,211794872;1,19;1,164545455;23,28;0
6000;-0,81;-0,31;-0,1;0,75;1,233291139;1,188461538;1,182105263;1,246363636;23,28;0
6054;-0,55;-0,13;-0,14;0,34;1,210886076;1,197692308;1,192105263;1,385454545;23,28;0
6109;-0,68;-0,02;0,01;0,47;1,221265823;1,219230769;1,206315789;1,39;23,28;0
6163;-0,96;0,07;0,17;0,96;1,242025316;1,238205128;1,208421053;1,285454545;23,28;0
6218;-0,9;0,02;0,03;0,81;1,265443038;1,272820513;1,255789474;1,174545455;23,28;0
6273;-1,24;-0,45;0,03;1,73;1,27278481;1,295641026;1,251578947;1,101818182;23,28;0
6327;-1,47;-0,48;-0,26;2,45;1,268607595;1,298974359;1,198421053;1,075454545;23,28;0
6381;-1,18;-0,29;-0,72;1,98;1,259873418;1,252820513;1,271578947;1,122727273;23,28;0
6436;-1,23;-0,2;-0,31;1,64;1,241772152;1,199230769;1,251578947;1,159090909;23,28;0
6491;-0,8;-0,13;-0,05;0,65;1,21721519;1,17974359;1,227894737;1,237272727;23,28;0
6545;-0,56;-0,14;-0,05;0,34;1,201392405;1,185641026;1,220526316;1,331818182;23,28;0
6600;-0,6;-0,3;-0,1;0,46;1,21278481;1,200512821;1,236315789;1,336363636;23,28;0
6654;-0,77;-0,51;-0,07;0,86;1,229746835;1,210512821;1,246315789;1,41;23,28;0
6709;-0,81;-0,45;0,1;0,87;1,270506329;1,236666667;1,27;1,299090909;23,28;0
6763;-1,27;-0,44;0,08;1,82;1,280632911;1,27;1,284210526;1,177272727;23,28;0
6817;-1,32;-0,31;0,07;1,85;1,277468354;1,305641026;1,257894737;1,136363636;23,28;0
6873;-1,23;-0,09;-0,52;1,78;1,265063291;1,259487179;1,262631579;1,175454545;23,28;0
6927;-1,56;-0,38;-0,82;3,26;1,24164557;1,222564103;1,224210526;1,238181818;23,28;0
6981;-0,81;-0,31;-0,12;0,76;1,227088608;1,198974359;1,215263158;1,274545455;23,28;0
7036;-0,49;-0,26;0;0,3;1,196075949;1,193333333;1,213684211;1,377272727;23,28;0
7091;-0,43;-0,1;-0,08;0,2;1,209240506;1,208717949;1,227368421;1,389090909;23,28;1
7145;-0,87;-0,06;0,03;0,77;1,235189873;1,224615385;1,226842105;1,409090909;23,28;0
7199;-1,07;-0,02;0,03;1,15;1,253417722;1,254615385;1,232631579;1,33;23,28;0
7255;-1,08;-0,29;0,05;1,26;1,26164557;1,287435897;1,234210526;1,077272727;23,28;0
7309;-1,31;-0,52;-0,05;2;1,262025316;1,296153846;1,253684211;1,036363636;23,28;0
7363;-1,2;-0,24;-0,67;1,95;1,253797468;1,258461538;1,334736842;1,074545455;23,28;0
7417;-1,3;-0,24;-0,58;2,07;1,236075949;1,221282051;1,215263158;1,133636364;23,28;0
7473;-0,91;-0,27;-0,14;0,91;1,211139241;1,187435897;1,197894737;1,152727273;23,28;0
7527;-0,67;-0,18;-0,05;0,48;1,188607595;1,184871795;1,193684211;1,216363636;23,28;0
7581;-0,52;-0,17;-0,1;0,31;1,196962025;1,197179487;1,211052632;1,303636364;23,28;0
7635;-0,75;-0,38;-0,09;0,72;1,215316456;1,212564103;1,22;1,423636364;23,28;0
7691;-0,81;-0,43;0,05;0,85;1,254050633;1,241282051;1,216842105;1,336363636;23,28;0
7745;-0,9;-0,4;0,11;0,98;1,263164557;1,264358974;1,262631579;1,187272727;23,28;0
7799;-1,32;-0,29;0,1;1,85;1,260886076;1,307948718;1,267368421;1,124545455;23,28;0
7854;-1,41;-0,28;-0,4;2,22;1,254810127;1,292051282;1,273684211;1,129090909;23,28;0
7909;-1,59;-0,14;-0,88;3,32;1,237088608;1,258974359;1,216315789;1,186363636;23,28;0
7963;-0,94;-0,29;-0,13;0,99;1,210253165;1,182564103;1,196315789;1,22;23,28;0
8017;-0,62;-0,2;-0,03;0,43;1,195316456;1,173846154;1,187894737;1,336363636;23,28;0
8073;-0,46;-0,07;-0,09;0,22;1,204050633;1,187179487;1,200526316;1,437272727;23,28;0
8127;-0,73;-0,06;0,03;0,53;1,221518987;1,205897436;1,205789474;1,457272727;23,28;0
8181;-0,96;-0,06;0,12;0,94;1,243797468;1,241282051;1,216842105;1,344545455;23,28;0
8236;-1,03;-0,17;0,05;1,09;1,258607595;1,274871795;1,269473684;1,090909091;23,28;0
8290;-1,37;-0,49;-0,03;2,13;1,25556962;1,287435897;1,265263158;1,03;23,28;0
8345;-1,33;-0,26;-0,5;2,09;1,250632911;1,266153846;1,333684211;1,040909091;23,28;0
8399;-1,22;-0,27;-0,72;2,07;1,235063291;1,233589744;1,223684211;1,095454545;23,28;0
8454;-0,96;-0,2;-0,16;0,98;1,213417722;1,191025641;1,197368421;1,143636364;23,28;0
8509;-0,71;-0,15;-0,03;0,53;1,196835443;1,181538462;1,189473684;1,238181818;23,28;0
8563;-0,54;-0,13;-0,1;0,32;1,195443038;1,188205128;1,2;1,3;23,28;0
8617;-0,68;-0,28;-0,1;0,55;1,21278481;1,200512821;1,215263158;1,426363636;23,28;0
8672;-0,81;-0,4;0,03;0,82;1,23164557;1,226410256;1,214736842;1,348181818;23,28;0
8727;-0,94;-0,4;0,12;1,06;1,258734177;1,254358974;1,270526316;1,204545455;23,28;0
8781;-1,38;-0,26;0,08;1,98;1,260253165;1,314615385;1,287894737;1,140909091;23,28;0
8836;-1,26;-0,29;-0,3;1,77;1,255316456;1,300769231;1,27;1,130909091;23,28;0
8890;-1,67;0;-0,86;3,52;1,235949367;1,260512821;1,222631579;1,176363636;23,28;0
8945;-1,04;-0,32;-0,24;1,23;1,221392405;1,186666667;1,206842105;1,210909091;23,28;0
8999;-0,63;-0,29;-0,03;0,49;1,210379747;1,174871795;1,200526316;1,331818182;23,28;0
9054;-0,5;-0,15;-0,05;0,28;1,183037975;1,181025641;1,212105263;1,459090909;23,28;0
9108;-0,65;-0,01;0;0,42;1,201012658;1,193076923;1,222105263;1,438181818;23,28;0
9163;-0,9;0,01;0,12;0,82;1,223164557;1,226410256;1,220526316;1,383636364;23,28;0
9218;-0,96;-0,09;0,05;0,93;1,244683544;1,256923077;1,255789474;1,125454545;23,28;0
9272;-1,34;-0,59;-0,08;2,15;1,250632911;1,282820513;1,253684211;1,050909091;23,28;0
9326;-1,46;-0,4;-0,42;2,46;1,242531646;1,27025641;1,335789474;1,055454545;23,28;0
9381;-1,1;-0,27;-0,69;1,75;1,230379747;1,235128205;1,219473684;1,097272727;23,28;0
9436;-1,05;-0,18;-0,17;1,17;1,211392405;1,192820513;1,188947368;1,130909091;23,28;0
9490;-0,81;-0,15;-0,1;0,68;1,196455696;1,180512821;1,186315789;1,213636364;23,28;0
9545;-0,62;-0,09;-0,12;0,41;1,184050633;1,185897436;1,199473684;1,305454545;23,28;0
9600;-0,69;-0,23;-0,08;0,54;1,2;1,194871795;1,212631579;1,412727273;23,28;0
9654;-0,75;-0,41;0,03;0,74;1,227468354;1,22;1,205789474;1,308181818;23,28;0
9708;-0,79;-0,4;0,12;0,79;1,256835443;1,250769231;1,253157895;1,208181818;23,28;0
9763;-1,27;-0,34;0,03;1,73;1,262278481;1,270512821;1,252105263;1,141818182;23,28;0
9818;-1,3;-0,48;-0,17;1,94;1,257721519;1,286410256;1,233157895;1,128181818;23,28;0
9872;-1,63;0,08;-0,81;3,33;1,249620253;1,266153846;1,227368421;1,151818182;23,28;0
9926;-1,06;-0,23;-0,35;1,31;1,233544304;1,188205128;1,203684211;1,165454545;23,28;0
9981;-0,75;-0,29;0;0,65;1,213670886;1,164102564;1,19;1,264545455;23,28;0
10036;-0,63;-0,2;-0,03;0,44;1,182278481;1,169487179;1,194736842;1,386363636;23,28;0
10090;-0,73;-0,05;-0,03;0,53;1,195189873;1,185641026;1,205263158;1,42;23,28;0
10145;-0,81;-0,03;0,07;0,67;1,227848101;1,203076923;1,201578947;1,392727273;23,28;0
10200;-0,82;-0,09;0,05;0,69;1,249367089;1,237948718;1,240526316;1,155454545;23,28;0
10254;-1,28;-0,44;0;1,83;1,257974684;1,266666667;1,255789474;1,074545455;23,28;0
10308;-1,4;-0,38;-0,15;2,13;1,25278481;1,26025641;1,25;1,060909091;23,28;0
10363;-1,18;-0,37;-0,76;2,1;1,243037975;1,228974359;1,211578947;1,088181818;23,28;0
10418;-1,22;-0,2;-0,35;1,64;1,222531646;1,197179487;1,194210526;1,100909091;23,28;0
10472;-0,82;-0,2;-0,09;0,72;1,203924051;1,174871795;1,185263158;1,179090909;23,28;0
10527;-0,63;-0,14;-0,03;0,42;1,188734177;1,17025641;1,177368421;1,3;23,28;0
10582;-0,66;-0,24;-0,1;0,5;1,204303797;1,179487179;1,186315789;1,3;23,28;0
10636;-0,77;-0,38;-0,07;0,74;1,228227848;1,193589744;1,198947368;1,342727273;23,28;0
10691;-0,72;-0,38;0,07;0,67;1,257848101;1,23025641;1,220526316;1,240909091;23,28;0
10745;-1,12;-0,51;0,03;1,53;1,268987342;1,277948718;1,238947368;1,135454545;23,28;0
10800;-1,37;-0,35;0,08;2,02;1,265443038;1,301025641;1,234736842;1,096363636;23,28;0
10855;-1,29;-0,2;-0,36;1,83;1,25556962;1,280769231;1,224210526;1,121818182;23,28;0
10909;-1,37;-0,18;-0,84;2,6;1,236329114;1,207948718;1,203157895;1,159090909;23,28;0
10963;-0,91;-0,38;-0,13;0,98;1,224936709;1,183076923;1,192105263;1,191818182;23,28;0
11018;-0,63;-0,28;-0,07;0,48;1,190759494;1,181282051;1,185789474;1,329090909;23,28;0
11073;-0,52;-0,13;-0,05;0,29;1,196962025;1,186666667;1,185789474;1,376363636;23,28;0
11127;-0,83;-0,07;0,05;0,7;1,225189873;1,194615385;1,187368421;1,365454545;23,28;0
11182;-0,95;-0,07;0,05;0,91;1,243797468;1,228974359;1,209473684;1,311818182;23,28;0
11237;-1,04;-0,13;0,05;1,1;1,256329114;1,288461538;1,243157895;1,121818182;23,28;0
11291;-1,36;-0,58;-0,03;2,18;1,255063291;1,290769231;1,276315789;1,06;23,28;0
11345;-1,29;-0,35;-0,52;2,05;1,248860759;1,267179487;1,318421053;1,061818182;23,17;0
11401;-1,15;-0,35;-0,68;1,9;1,227848101;1,226923077;1,242105263;1,105454545;23,28;0
11455;-1,07;-0,26;-0,16;1,24;1,205189873;1,193076923;1,216315789;1,140909091;23,28;0
11509;-0,7;-0,14;-0,05;0,51;1,191518987;1,187692308;1,208947368;1,255454545;23,28;0
11564;-0,53;-0,11;-0,07;0,3;1,19443038;1,192820513;1,224210526;1,396363636;23,28;0
11619;-0,65;-0,27;-0,08;0,5;1,20721519;1,202307692;1,221578947;1,437272727;23,28;0
11673;-0,78;-0,41;0,01;0,77;1,22556962;1,24;1,217894737;1,355454545;23,28;0
11727;-0,94;-0,44;0,1;1,09;1,254177215;1,284871795;1,265789474;1,227272727;23,28;0
11783;-1,44;-0,28;0,08;2,17;1,257088608;1,313846154;1,309473684;1,145454545;23,28;0
11837;-1,56;-0,27;-0,36;2,65;1,253417722;1,298717949;1,302631579;1,151818182;23,28;0
11891;-1,37;-0,03;-0,86;2,63;1,237974684;1,265641026;1,266315789;1,183636364;23,28;0
11947;-0,96;-0,44;-0,18;1,15;1,222151899;1,206153846;1,228947368;1,214545455;23,28;0
12001;-0,65;-0,26;-0,05;0,49;1,185949367;1,192820513;1,218947368;1,327272727;23,28;0
12055;-0,56;-0,13;-0,1;0,34;1,180126582;1,202820513;1,23;1,501818182;23,28;0
12110;-0,76;-0,03;0,03;0,58;1,198987342;1,216410256;1,236315789;1,479090909;23,28;0
12165;-0,8;-0,03;0,12;0,65;1,222911392;1,242564103;1,241578947;1,348181818;23,28;0
12219;-0,91;-0,09;0,07;0,84;1,239367089;1,288974359;1,300526316;1,157272727;23,28;0
12273;-1,31;-0,53;-0,05;2,01;1,247468354;1,305641026;1,313684211;1,081818182;23,28;0
12328;-1,56;-0,48;-0,58;3,01;1,251139241;1,285897436;1,314210526;1,083636364;23,28;0
12383;-1,15;-0,37;-0,68;1,92;1,236455696;1,251794872;1,251052632;1,109090909;23,28;0
12437;-1,06;-0,23;-0,15;1,21;1,217468354;1,214358974;1,218947368;1,135454545;23,28;0
12492;-0,72;-0,13;-0,05;0,53;1,198607595;1,195128205;1,207894737;1,277272727;23,28;0
12547;-0,55;-0,13;-0,1;0,32;1,184556962;1,199230769;1,214210526;1,420909091;23,28;0
12601;-0,66;-0,26;-0,08;0,51;1,188607595;1,208717949;1,229473684;1,48;23,28;0
12656;-0,71;-0,35;0,03;0,62;1,211898734;1,231794872;1,238421053;1,336363636;23,28;0
12710;-0,85;-0,37;0,11;0,87;1,250506329;1,255384615;1,284736842;1,210909091;23,28;0
12765;-1,44;-0,36;0,01;2,21;1,254556962;1,275128205;1,322105263;1,126363636;23,28;0
12820;-1,52;-0,27;-0,2;2,42;1,260379747;1,291282051;1,255789474;1,12;23,28;0
12874;-1,39;0,04;-0,85;2,66;1,248734177;1,248205128;1,228947368;1,17;23,28;0
12929;-1,12;-0,32;-0,25;1,43;1,229746835;1,193589744;1,203157895;1,198181818;23,28;0
12984;-0,69;-0,24;-0,05;0,54;1,216202532;1,177179487;1,198421053;1,298181818;23,28;0
13038;-0,51;-0,11;-0,07;0,28;1,192531646;1,182307692;1,207368421;1,466363636;23,28;0
13092;-0,68;0;0,03;0,46;1,192911392;1,185641026;1,215789474;1,424545455;23,28;0
13147;-0,93;0,02;0,1;0,87;1,207848101;1,192564103;1,218421053;1,332727273;23,28;0
13202;-0,9;-0,07;0,08;0,82;1,237848101;1,230769231;1,246315789;1,156363636;23,28;0
13256;-1,25;-0,41;-0,03;1,72;1,240253165;1,268974359;1,218947368;1,066363636;23,28;0
13310;-1,55;-0,46;-0,3;2,72;1,242911392;1,264358974;1,189473684;1,061818182;23,17;0
13366;-1,06;-0,32;-0,72;1,75;1,243417722;1,220769231;1,196842105;1,097272727;23,28;0
13420;-1,12;-0,26;-0,28;1,41;1,223670886;1,196666667;1,172631579;1,116363636;23,28;0
13474;-0,83;-0,15;-0,08;0,72;1,20556962;1,182820513;1,170526316;1,164545455;23,28;0
13530;-0,64;-0,12;-0,11;0,44;1,192278481;1,185384615;1,182631579;1,243636364;23,28;0
13584;-0,67;-0,18;-0,11;0,49;1,186962025;1,192820513;1,194736842;1,256363636;23,28;0
13638;-0,76;-0,3;-0,03;0,67;1,189746835;1,193333333;1,173684211;1,263636364;23,28;0
13693;-0,77;-0,26;0,1;0,67;1,205949367;1,204102564;1,175263158;1,192727273;23,28;0
13748;-1,14;-0,31;0,07;1,4;1,225063291;1,23974359;1,197368421;1,11;23,28;0
13802;-1,26;-0,3;0,05;1,69;1,242278481;1,274102564;1,176842105;1,090909091;23,28;0
13856;-1,3;-0,02;-0,42;1,86;1,243797468;1,239230769;1,181052632;1,113636364;23,28;0
13912;-1,46;-0,25;-0,78;2,8;1,227848101;1,2;1,175789474;1,111818182;23,28;0
13966;-0,92;-0,34;-0,13;0,97;1,202405063;1,178974359;1,189473684;1,128181818;23,28;0
14020;-0,67;-0,23;-0,03;0,5;1,176835443;1,178461538;1,201578947;1,261818182;23,28;0
14075;-0,7;-0,11;-0,07;0,51;1,173417722;1,190769231;1,208947368;1,346363636;23,39;0
14130;-0,83;0;0,03;0,69;1,177848101;1,197692308;1,205789474;1,359090909;23,28;0
14184;-0,68;-0,06;0,03;0,47;1,182025316;1,201282051;1,198421053;1,309090909;23,28;0
14239;-0,9;-0,17;0,09;0,85;1,195189873;1,222820513;1,179473684;1,143636364;23,28;0
14294;-1,36;-0,55;0,05;2,14;1,210759494;1,246923077;1,209473684;1,116363636;23,28;0
14348;-1,42;-0,4;-0,38;2,33;1,224177215;1,2;1,298421053;1,128181818;23,28;0
14403;-1,12;-0,27;-0,71;1,83;1,216075949;1,183846154;1,206842105;1,137272727;23,28;0
14457;-1,11;-0,23;-0,19;1,31;1,189367089;1,176923077;1,215263158;1,122727273;23,28;0
14512;-0,94;-0,27;-0,13;0,98;1,174556962;1,174358974;1,221052632;1,174545455;23,28;0
14567;-0,76;-0,27;-0,13;0,67;1,167341772;1,178974359;1,221578947;1,302727273;23,28;0
14621;-0,71;-0,34;-0,13;0,63;1,171518987;1,188205128;1,225263158;1,430909091;23,28;0
14675;-0,7;-0,34;-0,05;0,61;1,178101266;1,192051282;1,238947368;1,315454545;23,28;0
