25233;-0.79;-0.04;-0.65;1.04;22.82;47.00
25738;-0.78;-0.04;-0.67;1.05;22.82;48.00
26242;-0.78;-0.05;-0.66;1.04;22.82;49.00
26746;-0.77;-0.05;-0.68;1.05;22.82;48.00
27251;-0.76;-0.05;-0.68;1.04;22.82;48.00
27756;-0.77;-0.05;-0.68;1.05;22.82;48.00
28261;-0.76;-0.05;-0.68;1.04;22.82;47.00
28765;-0.77;-0.05;-0.68;1.05;22.82;48.00
29270;-0.77;-0.05;-0.68;1.05;22.82;48.00
29774;-0.77;-0.04;-0.68;1.05;22.82;50.00
30279;-0.77;-0.05;-0.69;1.07;22.82;44.00
30784;-0.75;-0.05;-0.66;1.00;22.82;72.00
31288;-0.78;-0.06;-0.67;1.05;22.82;81.00
31793;-0.75;0.00;-0.64;0.97;22.82;90.00
32297;-0.74;0.00;-0.68;1.00;22.82;93.00
32802;-0.79;-0.07;-0.67;1.07;22.82;543.00
33307;-0.81;0.01;-0.63;1.06;22.82;912.00
33811;-0.81;-0.02;-0.64;1.07;22.82;939.00
34316;-0.73;-0.01;-0.72;1.04;22.82;948.00
34821;-0.74;-0.02;-0.72;1.07;22.71;946.00
35325;-0.74;-0.02;-0.72;1.07;22.82;949.00
35830;-0.74;-0.02;-0.71;1.05;22.71;954.00
36335;-0.74;-0.02;-0.71;1.05;22.71;951.00
36840;-0.74;-0.03;-0.72;1.06;22.71;945.00
37344;-0.74;-0.02;-0.71;1.04;22.71;939.00
37849;-0.74;-0.02;-0.74;1.09;22.71;934.00
38353;-0.73;-0.02;-0.73;1.06;22.82;932.00
38858;-0.72;-0.01;-0.73;1.05;22.82;931.00
39363;-0.73;-0.01;-0.72;1.04;22.82;932.00
39868;-0.73;-0.02;-0.73;1.06;22.82;933.00
40372;-0.73;-0.01;-0.73;1.06;22.82;931.00
40877;-0.73;-0.02;-0.73;1.06;22.82;931.00
41381;-0.73;-0.02;-0.72;1.04;22.82;932.00
41886;-0.73;-0.01;-0.72;1.04;22.94;930.00
42391;-0.73;-0.02;-0.72;1.04;22.94;931.00
42896;-0.73;-0.02;-0.73;1.06;22.94;937.00
43400;-0.74;-0.02;-0.71;1.04;22.94;949.00
43905;-0.74;-0.02;-0.72;1.06;23.05;954.00
44409;-0.73;-0.02;-0.71;1.03;22.94;951.00
44914;-0.74;-0.01;-0.71;1.04;22.94;951.00
45419;-0.75;-0.02;-0.70;1.05;23.05;956.00
45924;-0.74;-0.05;-0.71;1.06;23.05;952.00
46428;-0.72;-0.00;-0.73;1.05;22.94;894.00
46932;-0.68;-0.05;-0.75;1.03;22.94;882.00
47437;-0.78;-0.11;-0.65;1.04;22.94;844.00
47942;-0.81;-0.17;-0.60;1.05;22.94;180.00
48447;-0.90;-0.05;-0.52;1.08;22.94;79.00
48952;-0.93;-0.01;-0.46;1.07;22.94;64.00
49456;-0.78;0.03;-0.68;1.07;22.82;106.00
49960;-0.74;0.02;-0.71;1.05;22.94;107.00
50465;-0.73;0.02;-0.73;1.06;22.94;106.00
50970;-0.72;0.02;-0.72;1.03;22.94;95.00
51475;-0.72;0.02;-0.73;1.05;22.94;94.00
51979;-0.72;0.02;-0.73;1.05;22.94;95.00
52484;-0.72;0.02;-0.73;1.05;22.94;99.00
52988;-0.73;0.02;-0.73;1.06;22.94;99.00
53493;-0.68;0.03;-0.75;1.03;22.94;97.00
